id	throwvx_bits	throwvy_bits	throwvz_bits	injury	wpoint_x	caughtact	catchingact	pickedact	pickingact
n01114	00000000	00000000	00000000	0	0	0	0	0	0
n01115	034A2474	034A2474	034A2474	0	0	0	0	0	0
n01116	00000000	00000000	00000000	0	0	5	5	5	5
n01117	E58C1B76	E58C1B76	E58C1B76	0	0	0	0	0	0
n01118	B6A54237	B6A54237	B6A54237	0	0	0	0	0	0
n01119	80000000	80000000	80000000	0	0	-23	-23	-23	-23
n01120	3DBB0B80	3DBB0B80	3DBB0B80	0	0	0	0	0	0
n01121	BA2111D2	BA2111D2	BA2111D2	0	0	0	0	0	0
n01122	00000000	00000000	00000000	0	0	0	0	0	0
n01123	80000000	80000000	80000000	0	0	0	0	0	0
n01124	4D0F37F9	4D0F37F9	4D0F37F9	0	0	0	0	0	0
n01125	00000000	00000000	00000000	0	0	0	0	0	0
n01126	00000000	00000000	00000000	0	0	0	0	0	0
n01127	00000000	00000000	00000000	0	0	-45	-45	-45	-45
n01128	00000000	00000000	00000000	0	0	285085050	285085050	285085050	285085050
n01129	00000000	00000000	00000000	0	0	-7898645	-7898645	-7898645	-7898645
n01130	00000000	00000000	00000000	0	0	0	0	0	0
n01131	00000000	00000000	00000000	0	0	8	8	8	8
n01132	00000000	00000000	00000000	0	0	0	0	0	0
n01133	80000000	80000000	80000000	0	0	0	0	0	0
n01134	00000000	00000000	00000000	0	0	345	345	345	345
n01135	00000000	00000000	00000000	0	0	0	0	0	0
n01136	00000000	00000000	00000000	0	0	-58584323	-58584323	-58584323	-58584323
n01137	80000000	80000000	80000000	0	0	-4	-4	-4	-4
n01138	4F31FABE	4F31FABE	4F31FABE	0	0	2986	2986	2986	2986
n01139	80000000	80000000	80000000	0	0	-339	-339	-339	-339
n01140	80000000	80000000	80000000	0	0	0	0	0	0
n01141	00000000	00000000	00000000	0	0	0	0	0	0
n01142	00000000	00000000	00000000	0	0	0	0	0	0
n01143	00000000	00000000	00000000	0	0	0	0	0	0
n01144	80000000	80000000	80000000	0	0	0	0	0	0
n01145	5D900EAA	5D900EAA	5D900EAA	0	0	0	0	0	0
n01146	C43D64EE	C43D64EE	C43D64EE	0	0	0	0	0	0
n01147	00000000	00000000	00000000	0	0	383622	383622	383622	383622
n01148	80000000	80000000	80000000	0	0	0	0	0	0
n01149	9E6BFBA7	9E6BFBA7	9E6BFBA7	0	0	0	0	0	0
n01150	80000000	80000000	80000000	0	0	-31	-31	-31	-31
n01151	A7D0D2BA	A7D0D2BA	A7D0D2BA	0	0	0	0	0	0
n01152	00000000	00000000	00000000	0	0	0	0	0	0
n01153	00000000	00000000	00000000	0	0	0	0	0	0
n01154	00000000	00000000	00000000	0	0	0	0	0	0
n01155	80000000	80000000	80000000	0	0	-42954510	-42954510	-42954510	-42954510
n01156	00000000	00000000	00000000	0	0	0	0	0	0
n01157	FA246311	FA246311	FA246311	0	0	0	0	0	0
n01158	14702834	14702834	14702834	0	0	0	0	0	0
n01159	00000000	00000000	00000000	0	0	84904	84904	84904	84904
n01160	80000000	80000000	80000000	0	0	0	0	0	0
n01161	80000000	80000000	80000000	0	0	-2	-2	-2	-2
n01162	80000001	80000001	80000001	0	0	0	0	0	0
n01163	4C3FEEB1	4C3FEEB1	4C3FEEB1	0	0	0	0	0	0
n01164	8ECA4F58	8ECA4F58	8ECA4F58	0	0	-4987324	-4987324	-4987324	-4987324
n01165	8564E003	8564E003	8564E003	0	0	-1076165	-1076165	-1076165	-1076165
n01166	5007C66A	5007C66A	5007C66A	0	0	0	0	0	0
n01167	00000000	00000000	00000000	0	0	0	0	0	0
n01168	00000000	00000000	00000000	0	0	0	0	0	0
n01169	00242F89	00242F89	00242F89	0	0	0	0	0	0
n01170	D4F8B639	D4F8B639	D4F8B639	0	0	0	0	0	0
n01171	64BAF222	64BAF222	64BAF222	0	0	0	0	0	0
n01172	00000000	00000000	00000000	0	0	0	0	0	0
n01173	2DD62E28	2DD62E28	2DD62E28	0	0	0	0	0	0
n01174	95276881	95276881	95276881	0	0	0	0	0	0
n01175	A28DA392	A28DA392	A28DA392	0	0	-3839	-3839	-3839	-3839
n01176	80000000	80000000	80000000	0	0	0	0	0	0
n01177	00000000	00000000	00000000	0	0	0	0	0	0
n01178	80000000	80000000	80000000	0	0	0	0	0	0
n01179	BF12DC13	BF12DC13	BF12DC13	0	0	0	0	0	0
n01180	80000000	80000000	80000000	0	0	0	0	0	0
n01181	143EA1F9	143EA1F9	143EA1F9	0	0	0	0	0	0
n01182	00000000	00000000	00000000	0	0	-6	-6	-6	-6
n01183	00000000	00000000	00000000	0	0	0	0	0	0
n01184	00000000	00000000	00000000	0	0	0	0	0	0
n01185	3A94DCE0	3A94DCE0	3A94DCE0	0	0	113573303	113573303	113573303	113573303
n01186	33185FCF	33185FCF	33185FCF	0	0	0	0	0	0
n01187	00000000	00000000	00000000	0	0	0	0	0	0
n01188	00000000	00000000	00000000	0	0	-406410	-406410	-406410	-406410
n01189	8FBFF80D	8FBFF80D	8FBFF80D	0	0	-189295992	-189295992	-189295992	-189295992
n01190	452C6FF3	452C6FF3	452C6FF3	0	0	0	0	0	0
n01191	EFDD4DCB	EFDD4DCB	EFDD4DCB	0	0	0	0	0	0
n01192	00000000	00000000	00000000	0	0	0	0	0	0
n01193	80000000	80000000	80000000	0	0	0	0	0	0
n01194	00000000	00000000	00000000	0	0	0	0	0	0
n01195	1E1CE724	1E1CE724	1E1CE724	0	0	0	0	0	0
n01196	00000000	00000000	00000000	0	0	26820281	26820281	26820281	26820281
n01197	3A2F7B1B	3A2F7B1B	3A2F7B1B	0	0	0	0	0	0
n01198	00000000	00000000	00000000	0	0	0	0	0	0
n01199	00000000	00000000	00000000	0	0	0	0	0	0
n01200	D1029F20	D1029F20	D1029F20	0	0	0	0	0	0
n01201	00000000	00000000	00000000	0	0	0	0	0	0
n01202	304FB8A4	304FB8A4	304FB8A4	0	0	755	755	755	755
n01203	00000000	00000000	00000000	0	0	0	0	0	0
n01204	00000000	00000000	00000000	0	0	0	0	0	0
n01205	00000000	00000000	00000000	0	0	0	0	0	0
n01206	00000000	00000000	00000000	0	0	0	0	0	0
n01207	7F206F13	7F206F13	7F206F13	0	0	0	0	0	0
n01208	00000000	00000000	00000000	0	0	0	0	0	0
n01209	80000000	80000000	80000000	0	0	-296433841	-296433841	-296433841	-296433841
n01210	80000000	80000000	80000000	0	0	0	0	0	0
n01211	00000000	00000000	00000000	0	0	0	0	0	0
n01212	C608D988	C608D988	C608D988	0	0	0	0	0	0
n01213	00000000	00000000	00000000	0	0	123	123	123	123
n01214	00000000	00000000	00000000	0	0	0	0	0	0
n01215	80000000	80000000	80000000	0	0	0	0	0	0
n01216	BDCB1811	BDCB1811	BDCB1811	0	0	-991	-991	-991	-991
n01217	00000000	00000000	00000000	0	0	0	0	0	0
n01218	00000000	00000000	00000000	0	0	-731534836	-731534836	-731534836	-731534836
n01219	FCC5D756	FCC5D756	FCC5D756	0	0	-821	-821	-821	-821
n01220	00000000	00000000	00000000	0	0	0	0	0	0
n01221	00000000	00000000	00000000	0	0	34587	34587	34587	34587
n01222	00000000	00000000	00000000	0	0	-75692	-75692	-75692	-75692
n01223	651F4A6E	651F4A6E	651F4A6E	0	0	0	0	0	0
n01224	9D61EB03	9D61EB03	9D61EB03	0	0	0	0	0	0
n01225	D03AB553	D03AB553	D03AB553	0	0	0	0	0	0
n01226	00000000	00000000	00000000	0	0	0	0	0	0
n01227	00000000	00000000	00000000	0	0	-67	-67	-67	-67
n01228	B71BE248	B71BE248	B71BE248	0	0	-9	-9	-9	-9
n01229	00000000	00000000	00000000	0	0	0	0	0	0
n01230	00000000	00000000	00000000	0	0	0	0	0	0
n01231	D83CC156	D83CC156	D83CC156	0	0	0	0	0	0
n01232	92165D21	92165D21	92165D21	0	0	0	0	0	0
n01233	00000000	00000000	00000000	0	0	0	0	0	0
n01234	80000000	80000000	80000000	0	0	0	0	0	0
n01235	8E69C735	8E69C735	8E69C735	0	0	0	0	0	0
n01236	00000000	00000000	00000000	0	0	0	0	0	0
n01237	00000000	00000000	00000000	0	0	0	0	0	0
n01238	47939410	47939410	47939410	0	0	0	0	0	0
n01239	00000000	00000000	00000000	0	0	-42984771	-42984771	-42984771	-42984771
n01240	00000000	00000000	00000000	0	0	0	0	0	0
n01241	60186EEC	60186EEC	60186EEC	0	0	0	0	0	0
n01242	00000000	00000000	00000000	0	0	0	0	0	0
n01243	00000000	00000000	00000000	0	0	0	0	0	0
n01244	000581AB	000581AB	000581AB	0	0	0	0	0	0
n01245	018AE60C	018AE60C	018AE60C	0	0	0	0	0	0
n01246	00000000	00000000	00000000	0	0	34	34	34	34
n01247	00000000	00000000	00000000	0	0	0	0	0	0
n01248	00000000	00000000	00000000	0	0	61916802	61916802	61916802	61916802
n01249	384533A8	384533A8	384533A8	0	0	0	0	0	0
n01250	00000000	00000000	00000000	0	0	0	0	0	0
n01251	00000000	00000000	00000000	0	0	73	73	73	73
n01252	BF051A69	BF051A69	BF051A69	0	0	0	0	0	0
n01253	00000000	00000000	00000000	0	0	0	0	0	0
n01254	80000000	80000000	80000000	0	0	-31567845	-31567845	-31567845	-31567845
n01255	00000000	00000000	00000000	0	0	972416638	972416638	972416638	972416638
n01256	80000000	80000000	80000000	0	0	-25	-25	-25	-25
n01257	00000000	00000000	00000000	0	0	0	0	0	0
n01258	00000000	00000000	00000000	0	0	747569430	747569430	747569430	747569430
n01259	B2FE266F	B2FE266F	B2FE266F	0	0	0	0	0	0
n01260	00000000	00000000	00000000	0	0	0	0	0	0
n01261	700AE780	700AE780	700AE780	0	0	17	17	17	17
n01262	00000000	00000000	00000000	0	0	0	0	0	0
n01263	00000000	00000000	00000000	0	0	0	0	0	0
n01264	00000000	00000000	00000000	0	0	-4968926	-4968926	-4968926	-4968926
n01265	00000000	00000000	00000000	0	0	0	0	0	0
n01266	00000000	00000000	00000000	0	0	0	0	0	0
n01267	022CFD0F	022CFD0F	022CFD0F	0	0	0	0	0	0
n01268	36CE420B	36CE420B	36CE420B	0	0	0	0	0	0
n01269	6D087F29	6D087F29	6D087F29	0	0	0	0	0	0
n01270	00000000	00000000	00000000	0	0	0	0	0	0
n01271	4704487D	4704487D	4704487D	0	0	0	0	0	0
n01272	3CF4C598	3CF4C598	3CF4C598	0	0	0	0	0	0
n01273	BA03126F	BA03126F	BA03126F	0	0	0	0	0	0
n01274	00000000	00000000	00000000	0	0	-3062975	-3062975	-3062975	-3062975
n01275	00000000	00000000	00000000	0	0	0	0	0	0
n01276	00000000	00000000	00000000	0	0	0	0	0	0
n01277	00000000	00000000	00000000	0	0	0	0	0	0
n01278	48EFA15E	48EFA15E	48EFA15E	0	0	0	0	0	0
n01279	B2173997	B2173997	B2173997	0	0	0	0	0	0
n01280	518C0227	518C0227	518C0227	0	0	75166	75166	75166	75166
n01281	95547375	95547375	95547375	0	0	0	0	0	0
n01282	00000000	00000000	00000000	0	0	0	0	0	0
n01283	00000000	00000000	00000000	0	0	0	0	0	0
n01284	15C89181	15C89181	15C89181	0	0	0	0	0	0
n01285	89AF2204	89AF2204	89AF2204	0	0	-4216170	-4216170	-4216170	-4216170
n01286	A4429144	A4429144	A4429144	0	0	0	0	0	0
n01287	00000000	00000000	00000000	0	0	-954	-954	-954	-954
n01288	00000000	00000000	00000000	0	0	0	0	0	0
n01289	102177D7	102177D7	102177D7	0	0	318	318	318	318
n01290	00000000	00000000	00000000	0	0	0	0	0	0
n01291	00000000	00000000	00000000	0	0	0	0	0	0
n01292	1200FFB1	1200FFB1	1200FFB1	0	0	0	0	0	0
n01293	10A1A958	10A1A958	10A1A958	0	0	0	0	0	0
n01294	00000001	00000001	00000001	0	0	0	0	0	0
n01295	00000000	00000000	00000000	0	0	-51884955	-51884955	-51884955	-51884955
n01296	D9CCA850	D9CCA850	D9CCA850	0	0	0	0	0	0
n01297	32BCE253	32BCE253	32BCE253	0	0	0	0	0	0
n01298	00000000	00000000	00000000	0	0	0	0	0	0
n01299	FA869110	FA869110	FA869110	0	0	-3493	-3493	-3493	-3493
n01300	80000000	80000000	80000000	0	0	-96945782	-96945782	-96945782	-96945782
n01301	00000000	00000000	00000000	0	0	0	0	0	0
n01302	FEC39E54	FEC39E54	FEC39E54	0	0	0	0	0	0
n01303	80000000	80000000	80000000	0	0	-295	-295	-295	-295
n01304	00000000	00000000	00000000	0	0	299	299	299	299
n01305	746C60A4	746C60A4	746C60A4	0	0	749	749	749	749
n01306	80000000	80000000	80000000	0	0	0	0	0	0
n01307	8694F4D9	8694F4D9	8694F4D9	0	0	0	0	0	0
n01308	779A56DA	779A56DA	779A56DA	0	0	0	0	0	0
n01309	00000000	00000000	00000000	0	0	65432	65432	65432	65432
n01310	6C0AD3E8	6C0AD3E8	6C0AD3E8	0	0	0	0	0	0
n01311	5523EF04	5523EF04	5523EF04	0	0	0	0	0	0
n01312	00000000	00000000	00000000	0	0	0	0	0	0
n01313	896112A8	896112A8	896112A8	0	0	0	0	0	0
n01314	00000000	00000000	00000000	0	0	0	0	0	0
n01315	80000000	80000000	80000000	0	0	-989264787	-989264787	-989264787	-989264787
n01316	AD0001CA	AD0001CA	AD0001CA	0	0	0	0	0	0
n01317	DC9A89F2	DC9A89F2	DC9A89F2	0	0	-34	-34	-34	-34
n01318	1C197824	1C197824	1C197824	0	0	0	0	0	0
n01319	00000000	00000000	00000000	0	0	0	0	0	0
n01320	00000000	00000000	00000000	0	0	0	0	0	0
n01321	80000000	80000000	80000000	0	0	0	0	0	0
n01322	00000000	00000000	00000000	0	0	0	0	0	0
n01323	00000000	00000000	00000000	0	0	0	0	0	0
n01324	00000000	00000000	00000000	0	0	0	0	0	0
n01325	80000000	80000000	80000000	0	0	-75686	-75686	-75686	-75686
n01326	00000000	00000000	00000000	0	0	405244	405244	405244	405244
n01327	00000000	00000000	00000000	0	0	0	0	0	0
n01328	80000001	80000001	80000001	0	0	-91115	-91115	-91115	-91115
n01329	80000000	80000000	80000000	0	0	0	0	0	0
n01330	AAE0F18C	AAE0F18C	AAE0F18C	0	0	-3	-3	-3	-3
n01331	A686F915	A686F915	A686F915	0	0	0	0	0	0
n01332	80000000	80000000	80000000	0	0	0	0	0	0
n01333	00000000	00000000	00000000	0	0	0	0	0	0
n01334	000007BB	000007BB	000007BB	0	0	277	277	277	277
n01335	00000000	00000000	00000000	0	0	0	0	0	0
n01336	00000000	00000000	00000000	0	0	0	0	0	0
n01337	C841563E	C841563E	C841563E	0	0	0	0	0	0
n01338	CACFC302	CACFC302	CACFC302	0	0	0	0	0	0
n01339	C727F800	C727F800	C727F800	0	0	0	0	0	0
n01340	00000000	00000000	00000000	0	0	0	0	0	0
n01341	40BFEABD	40BFEABD	40BFEABD	0	0	0	0	0	0
n01342	00000000	00000000	00000000	0	0	0	0	0	0
n01343	00000000	00000000	00000000	0	0	0	0	0	0
n01344	00000000	00000000	00000000	0	0	0	0	0	0
n01345	00000000	00000000	00000000	0	0	0	0	0	0
n01346	80000000	80000000	80000000	0	0	0	0	0	0
n01347	00000000	00000000	00000000	0	0	0	0	0	0
n01348	80000000	80000000	80000000	0	0	0	0	0	0
n01349	00000000	00000000	00000000	0	0	0	0	0	0
n01350	00000000	00000000	00000000	0	0	-7363	-7363	-7363	-7363
n01351	A20BACD2	A20BACD2	A20BACD2	0	0	0	0	0	0
n01352	00000000	00000000	00000000	0	0	0	0	0	0
n01353	4F8F06BF	4F8F06BF	4F8F06BF	0	0	0	0	0	0
n01354	00000000	00000000	00000000	0	0	0	0	0	0
n01355	80000043	80000043	80000043	0	0	-94506271	-94506271	-94506271	-94506271
n01356	00000000	00000000	00000000	0	0	69380951	69380951	69380951	69380951
n01357	5D12C04A	5D12C04A	5D12C04A	0	0	0	0	0	0
n01358	1BB8DEF3	1BB8DEF3	1BB8DEF3	0	0	0	0	0	0
n01359	479BF4E6	479BF4E6	479BF4E6	0	0	0	0	0	0
n01360	00000000	00000000	00000000	0	0	0	0	0	0
n01361	00000000	00000000	00000000	0	0	0	0	0	0
n01362	00000000	00000000	00000000	0	0	9	9	9	9
n01363	00000000	00000000	00000000	0	0	0	0	0	0
n01364	80000000	80000000	80000000	0	0	0	0	0	0
n01365	00000000	00000000	00000000	0	0	0	0	0	0
n01366	81CE74E2	81CE74E2	81CE74E2	0	0	0	0	0	0
n01367	00000000	00000000	00000000	0	0	84069	84069	84069	84069
n01368	80000000	80000000	80000000	0	0	-33	-33	-33	-33
n01369	836478F1	836478F1	836478F1	0	0	-6714201	-6714201	-6714201	-6714201
n01370	00000000	00000000	00000000	0	0	-6	-6	-6	-6
n01371	00000000	00000000	00000000	0	0	0	0	0	0
n01372	D7943FC5	D7943FC5	D7943FC5	0	0	-3260	-3260	-3260	-3260
n01373	00000000	00000000	00000000	0	0	0	0	0	0
n01374	772DB8BA	772DB8BA	772DB8BA	0	0	0	0	0	0
n01375	00000000	00000000	00000000	0	0	0	0	0	0
n01376	00000000	00000000	00000000	0	0	0	0	0	0
n01377	80000000	80000000	80000000	0	0	-877116	-877116	-877116	-877116
n01378	34F4CE56	34F4CE56	34F4CE56	0	0	0	0	0	0
n01379	00000000	00000000	00000000	0	0	0	0	0	0
n01380	4B997EF6	4B997EF6	4B997EF6	0	0	2011	2011	2011	2011
n01381	00000000	00000000	00000000	0	0	2	2	2	2
n01382	D10C8EFE	D10C8EFE	D10C8EFE	0	0	-37	-37	-37	-37
n01383	00000000	00000000	00000000	0	0	0	0	0	0
n01384	00000000	00000000	00000000	0	0	-1915	-1915	-1915	-1915
n01385	00000000	00000000	00000000	0	0	37457	37457	37457	37457
n01386	80000000	80000000	80000000	0	0	-508662358	-508662358	-508662358	-508662358
n01387	00000000	00000000	00000000	0	0	29	29	29	29
n01388	8009D7FC	8009D7FC	8009D7FC	0	0	-90	-90	-90	-90
n01389	00000000	00000000	00000000	0	0	-54358	-54358	-54358	-54358
n01390	82E3DF4C	82E3DF4C	82E3DF4C	0	0	0	0	0	0
n01391	00000000	00000000	00000000	0	0	0	0	0	0
n01392	80000000	80000000	80000000	0	0	0	0	0	0
n01393	00000000	00000000	00000000	0	0	0	0	0	0
n01394	8C0144F5	8C0144F5	8C0144F5	0	0	0	0	0	0
n01395	ECD6B029	ECD6B029	ECD6B029	0	0	0	0	0	0
n01396	00000000	00000000	00000000	0	0	0	0	0	0
n01397	BB853BF3	BB853BF3	BB853BF3	0	0	0	0	0	0
n01398	00000000	00000000	00000000	0	0	0	0	0	0
n01399	00000000	00000000	00000000	0	0	0	0	0	0
n01400	80000000	80000000	80000000	0	0	0	0	0	0
n01401	7B5A83E0	7B5A83E0	7B5A83E0	0	0	0	0	0	0
n01402	00000000	00000000	00000000	0	0	0	0	0	0
n01403	381C0B7E	381C0B7E	381C0B7E	0	0	3720	3720	3720	3720
n01404	80000000	80000000	80000000	0	0	0	0	0	0
n01405	00000000	00000000	00000000	0	0	0	0	0	0
n01406	BE9BD594	BE9BD594	BE9BD594	0	0	0	0	0	0
n01407	00000000	00000000	00000000	0	0	0	0	0	0
n01408	A18EF521	A18EF521	A18EF521	0	0	0	0	0	0
n01409	00000000	00000000	00000000	0	0	0	0	0	0
n01410	80000000	80000000	80000000	0	0	0	0	0	0
n01411	80000000	80000000	80000000	0	0	-977277469	-977277469	-977277469	-977277469
n01412	72B2F58A	72B2F58A	72B2F58A	0	0	0	0	0	0
n01413	2637FE3C	2637FE3C	2637FE3C	0	0	638	638	638	638
n01414	00000000	00000000	00000000	0	0	0	0	0	0
n01415	6A33C048	6A33C048	6A33C048	0	0	54	54	54	54
n01416	7084A627	7084A627	7084A627	0	0	0	0	0	0
n01417	B0845D31	B0845D31	B0845D31	0	0	0	0	0	0
n01418	80000000	80000000	80000000	0	0	-829	-829	-829	-829
n01419	00000000	00000000	00000000	0	0	0	0	0	0
n01420	00000000	00000000	00000000	0	0	0	0	0	0
n01421	16B3BABB	16B3BABB	16B3BABB	0	0	0	0	0	0
n01422	00000000	00000000	00000000	0	0	0	0	0	0
n01423	00000000	00000000	00000000	0	0	0	0	0	0
n01424	00000000	00000000	00000000	0	0	0	0	0	0
n01425	00001782	00001782	00001782	0	0	0	0	0	0
n01426	00000000	00000000	00000000	0	0	0	0	0	0
n01427	80000000	80000000	80000000	0	0	-9433066	-9433066	-9433066	-9433066
n01428	00000000	00000000	00000000	0	0	0	0	0	0
n01429	00000000	00000000	00000000	0	0	192	192	192	192
n01430	80000000	80000000	80000000	0	0	0	0	0	0
n01431	80000000	80000000	80000000	0	0	0	0	0	0
n01432	00000000	00000000	00000000	0	0	0	0	0	0
n01433	00000000	00000000	00000000	0	0	0	0	0	0
n01434	80000000	80000000	80000000	0	0	0	0	0	0
n01435	85270D63	85270D63	85270D63	0	0	-78547	-78547	-78547	-78547
n01436	00000000	00000000	00000000	0	0	0	0	0	0
n01437	45C5F7F4	45C5F7F4	45C5F7F4	0	0	0	0	0	0
n01438	00000000	00000000	00000000	0	0	0	0	0	0
n01439	00000000	00000000	00000000	0	0	0	0	0	0
n01440	743C3CD8	743C3CD8	743C3CD8	0	0	0	0	0	0
n01441	00000000	00000000	00000000	0	0	-477	-477	-477	-477
n01442	3705A337	3705A337	3705A337	0	0	0	0	0	0
n01443	00000000	00000000	00000000	0	0	6	6	6	6
n01444	32BC0987	32BC0987	32BC0987	0	0	0	0	0	0
n01445	80000000	80000000	80000000	0	0	-64183	-64183	-64183	-64183
n01446	80000000	80000000	80000000	0	0	0	0	0	0
n01447	00000000	00000000	00000000	0	0	0	0	0	0
n01448	8FD118A4	8FD118A4	8FD118A4	0	0	0	0	0	0
n01449	00000000	00000000	00000000	0	0	113	113	113	113
n01450	15366ABD	15366ABD	15366ABD	0	0	0	0	0	0
n01451	BA26E78B	BA26E78B	BA26E78B	0	0	-636	-636	-636	-636
n01452	00000000	00000000	00000000	0	0	0	0	0	0
n01453	80000000	80000000	80000000	0	0	0	0	0	0
n01454	00000000	00000000	00000000	0	0	0	0	0	0
n01455	6BBF3F95	6BBF3F95	6BBF3F95	0	0	0	0	0	0
n01456	80000000	80000000	80000000	0	0	0	0	0	0
n01457	7CEF4754	7CEF4754	7CEF4754	0	0	99392	99392	99392	99392
n01458	00000000	00000000	00000000	0	0	0	0	0	0
n01459	00000000	00000000	00000000	0	0	0	0	0	0
n01460	80000000	80000000	80000000	0	0	0	0	0	0
n01461	80000000	80000000	80000000	0	0	0	0	0	0
n01462	80000000	80000000	80000000	0	0	0	0	0	0
n01463	00000000	00000000	00000000	0	0	0	0	0	0
n01464	00000000	00000000	00000000	0	0	0	0	0	0
n01465	09D9986C	09D9986C	09D9986C	0	0	0	0	0	0
n01466	00000000	00000000	00000000	0	0	140	140	140	140
n01467	00000000	00000000	00000000	0	0	0	0	0	0
n01468	887C7754	887C7754	887C7754	0	0	0	0	0	0
n01469	78B4EC62	78B4EC62	78B4EC62	0	0	29356495	29356495	29356495	29356495
n01470	00000000	00000000	00000000	0	0	0	0	0	0
n01471	00000000	00000000	00000000	0	0	0	0	0	0
n01472	EF96A510	EF96A510	EF96A510	0	0	0	0	0	0
n01473	00000000	00000000	00000000	0	0	-359	-359	-359	-359
n01474	00000000	00000000	00000000	0	0	0	0	0	0
n01475	8000000F	8000000F	8000000F	0	0	-215563	-215563	-215563	-215563
n01476	00000000	00000000	00000000	0	0	0	0	0	0
n01477	A54FCA22	A54FCA22	A54FCA22	0	0	0	0	0	0
n01478	00000000	00000000	00000000	0	0	0	0	0	0
n01479	00000000	00000000	00000000	0	0	0	0	0	0
n01480	7633B7A4	7633B7A4	7633B7A4	0	0	91127	91127	91127	91127
n01481	00000000	00000000	00000000	0	0	0	0	0	0
n01482	80000000	80000000	80000000	0	0	0	0	0	0
n01483	80000000	80000000	80000000	0	0	0	0	0	0
n01484	00059BD9	00059BD9	00059BD9	0	0	515085	515085	515085	515085
n01485	00000000	00000000	00000000	0	0	530112	530112	530112	530112
n01486	0000010C	0000010C	0000010C	0	0	0	0	0	0
n01487	00000000	00000000	00000000	0	0	0	0	0	0
n01488	067CFE9D	067CFE9D	067CFE9D	0	0	0	0	0	0
n01489	A6819EAB	A6819EAB	A6819EAB	0	0	-899417991	-899417991	-899417991	-899417991
n01490	00000000	00000000	00000000	0	0	0	0	0	0
n01491	00000000	00000000	00000000	0	0	4939	4939	4939	4939
n01492	94C61206	94C61206	94C61206	0	0	-2	-2	-2	-2
n01493	00000000	00000000	00000000	0	0	0	0	0	0
n01494	7D5EEEA1	7D5EEEA1	7D5EEEA1	0	0	0	0	0	0
n01495	80000000	80000000	80000000	0	0	0	0	0	0
n01496	3A60497D	3A60497D	3A60497D	0	0	85558722	85558722	85558722	85558722
n01497	8C3CB816	8C3CB816	8C3CB816	0	0	0	0	0	0
n01498	BD2535D7	BD2535D7	BD2535D7	0	0	0	0	0	0
n01499	491BD20E	491BD20E	491BD20E	0	0	6382408	6382408	6382408	6382408
n01500	47572245	47572245	47572245	0	0	55074	55074	55074	55074
n01501	00000000	00000000	00000000	0	0	0	0	0	0
n01502	00000000	00000000	00000000	0	0	-84792	-84792	-84792	-84792
n01503	00000000	00000000	00000000	0	0	0	0	0	0
n01504	AA716A2D	AA716A2D	AA716A2D	0	0	0	0	0	0
n01505	F7EB9E66	F7EB9E66	F7EB9E66	0	0	0	0	0	0
n01506	00000000	00000000	00000000	0	0	134475543	134475543	134475543	134475543
n01507	00000000	00000000	00000000	0	0	0	0	0	0
n01508	00000000	00000000	00000000	0	0	0	0	0	0
n01509	54612D90	54612D90	54612D90	0	0	0	0	0	0
n01510	80000000	80000000	80000000	0	0	0	0	0	0
n01511	00000000	00000000	00000000	0	0	174110	174110	174110	174110
n01512	80000000	80000000	80000000	0	0	-5	-5	-5	-5
n01513	00000000	00000000	00000000	0	0	0	0	0	0
n01514	2B618C59	2B618C59	2B618C59	0	0	0	0	0	0
n01515	80000000	80000000	80000000	0	0	0	0	0	0
n01516	80000000	80000000	80000000	0	0	-137	-137	-137	-137
n01517	00000000	00000000	00000000	0	0	-900632608	-900632608	-900632608	-900632608
n01518	5EA8EF72	5EA8EF72	5EA8EF72	0	0	0	0	0	0
n01519	80000000	80000000	80000000	0	0	0	0	0	0
n01520	00000000	00000000	00000000	0	0	0	0	0	0
n01521	974536B8	974536B8	974536B8	0	0	0	0	0	0
n01522	00000000	00000000	00000000	0	0	0	0	0	0
n01523	00000000	00000000	00000000	0	0	0	0	0	0
n01524	F41A3C4C	F41A3C4C	F41A3C4C	0	0	0	0	0	0
n01525	00000000	00000000	00000000	0	0	4321	4321	4321	4321
n01526	00000000	00000000	00000000	0	0	37477	37477	37477	37477
n01527	AED87AB7	AED87AB7	AED87AB7	0	0	-984434	-984434	-984434	-984434
n01528	00000000	00000000	00000000	0	0	0	0	0	0
n01529	80000000	80000000	80000000	0	0	-991679	-991679	-991679	-991679
n01530	6239953C	6239953C	6239953C	0	0	0	0	0	0
n01531	00000000	00000000	00000000	0	0	0	0	0	0
n01532	7F55FEC0	7F55FEC0	7F55FEC0	0	0	0	0	0	0
n01533	BE8C593A	BE8C593A	BE8C593A	0	0	-27411	-27411	-27411	-27411
n01534	00000000	00000000	00000000	0	0	0	0	0	0
n01535	D985072B	D985072B	D985072B	0	0	0	0	0	0
n01536	00000000	00000000	00000000	0	0	0	0	0	0
n01537	B61422BB	B61422BB	B61422BB	0	0	-22073935	-22073935	-22073935	-22073935
n01538	00000000	00000000	00000000	0	0	937787	937787	937787	937787
n01539	00000000	00000000	00000000	0	0	0	0	0	0
n01540	00000000	00000000	00000000	0	0	-6	-6	-6	-6
n01541	80000000	80000000	80000000	0	0	-99059615	-99059615	-99059615	-99059615
n01542	00000000	00000000	00000000	0	0	0	0	0	0
n01543	80000000	80000000	80000000	0	0	-45	-45	-45	-45
