id	float_bits	strict_int	first_int
n02990	00000000	0	0
n02991	D5A3A745	0	0
n02992	53548BD0	0	0
n02993	D66A85BB	0	0
n02994	00000000	0	0
n02995	D55ED17B	0	0
n02996	55B820B5	0	0
n02997	D69A9124	0	0
n02998	00000000	0	0
n02999	00000000	0	0
n03000	00000000	0	0
n03001	D375C565	0	0
n03002	D348982E	0	0
n03003	00000000	0	0
n03004	D308E274	0	0
n03005	D36877EE	0	0
n03006	CFE1622C	0	0
n03007	5359F066	0	0
n03008	503B53D0	0	0
n03009	5329D2F8	0	0
n03010	52D3FE37	0	0
n03011	D33ED1DF	0	0
n03012	53145606	0	0
n03013	00000000	0	0
n03014	5320AFB0	0	0
n03015	529F08D9	0	0
n03016	D209360C	0	0
n03017	5316312F	0	0
n03018	00000000	0	0
n03019	00000000	0	0
n03020	00000000	0	0
n03021	52E4605D	0	0
n03022	74172438	0	0
n03023	74172439	0	0
n03024	74172438	0	0
n03025	67376DB0	0	0
n03026	67376DB0	0	0
n03027	67376DAF	0	0
n03028	7DE5A062	0	0
n03029	7DE5A063	0	0
n03030	7DE5A062	0	0
n03031	4FB852DC	0	0
n03032	4FB852DC	0	0
n03033	4FB852DB	0	0
n03034	51040BBA	0	0
n03035	51040BBB	0	0
n03036	51040BBA	0	0
n03037	60CBE30E	0	0
n03038	60CBE30F	0	0
n03039	60CBE30E	0	0
n03040	5D74145A	0	0
n03041	5D74145A	0	0
n03042	5D741459	0	0
n03043	1E8EBAB4	0	1
n03044	1E8EBAB5	0	1
n03045	1E8EBAB4	0	1
n03046	728D4FF4	0	0
n03047	728D4FF4	0	0
n03048	728D4FF3	0	0
n03049	22B2C78E	0	4
n03050	22B2C78E	0	4
n03051	22B2C78D	0	4
n03052	2B02D48E	0	4
n03053	2B02D48E	0	4
n03054	2B02D48D	0	4
n03055	7DE5B22E	0	0
n03056	7DE5B22F	0	0
n03057	7DE5B22E	0	0
n03058	7BCD7B3C	0	0
n03059	7BCD7B3D	0	0
n03060	7BCD7B3C	0	0
n03061	0256C87A	0	1
n03062	0256C87A	0	1
n03063	0256C879	0	1
n03064	1014232A	0	2
n03065	1014232A	0	2
n03066	10142329	0	2
n03067	260A9834	0	4
n03068	260A9834	0	4
n03069	260A9833	0	4
n03070	7AAEC106	0	0
n03071	7AAEC106	0	0
n03072	7AAEC105	0	0
n03073	167E83D6	0	2
n03074	167E83D6	0	2
n03075	167E83D5	0	2
n03076	76A4573E	0	0
n03077	76A4573F	0	0
n03078	76A4573E	0	0
n03079	4644BB42	0	12590
n03080	4644BB43	0	12590
n03081	4644BB42	0	12590
n03082	585035C6	0	0
n03083	585035C6	0	0
n03084	585035C5	0	0
n03085	7D99EE1E	0	0
n03086	7D99EE1F	0	0
n03087	7D99EE1E	0	0
n03088	6D4F9596	0	0
n03089	6D4F9596	0	0
n03090	6D4F9595	0	0
n03091	184265C2	0	2
n03092	184265C2	0	2
n03093	184265C1	0	2
n03094	3CE480E0	0	0
n03095	3CE480E0	0	0
n03096	3CE480DF	0	0
n03097	6C94DCD4	0	0
n03098	6C94DCD4	0	0
n03099	6C94DCD3	0	0
n03100	4E58EC42	909840544	909840544
n03101	4E58EC43	0	909840544
n03102	4E58EC42	0	909840543
n03103	2996985C	0	6
n03104	2996985D	0	6
n03105	2996985C	0	6
n03106	1B66C990	0	1
n03107	1B66C991	0	1
n03108	1B66C990	0	1
n03109	005DCD48	0	8
n03110	005DCD48	0	8
n03111	005DCD47	0	8
n03112	38EE688C	0	0
n03113	38EE688D	0	0
n03114	38EE688C	0	0
n03115	1293FF0A	0	9
n03116	1293FF0B	0	9
n03117	1293FF0A	0	9
n03118	0DD7BDB8	0	1
n03119	0DD7BDB9	0	1
n03120	0DD7BDB8	0	1
n03121	037CB5D6	0	7
n03122	037CB5D7	0	7
n03123	037CB5D6	0	7
n03124	63ED4E1A	0	0
n03125	63ED4E1A	0	0
n03126	63ED4E19	0	0
n03127	3F165156	0	0
n03128	3F165157	0	0
n03129	3F165156	0	0
n03130	4552C7A8	0	3372
n03131	4552C7A8	0	3372
n03132	4552C7A7	0	3372
n03133	73F211C6	0	0
n03134	73F211C6	0	0
n03135	73F211C5	0	0
n03136	4DCA66A2	424465488	424465488
n03137	4DCA66A3	0	424465488
n03138	4DCA66A2	0	424465487
n03139	76A2031C	0	0
n03140	76A2031D	0	0
n03141	76A2031C	0	0
n03142	5DC156C8	0	0
n03143	5DC156C8	0	0
n03144	5DC156C7	0	0
n03145	1E24EE6A	0	8
n03146	1E24EE6A	0	8
n03147	1E24EE69	0	8
n03148	5105193C	0	0
n03149	5105193D	0	0
n03150	5105193C	0	0
n03151	4ED06320	1748078656	1748078656
n03152	4ED06321	0	1748078656
n03153	4ED06320	0	1748078655
n03154	5565FB7C	0	0
n03155	5565FB7C	0	0
n03156	5565FB7B	0	0
n03157	0CFE8F86	0	3
n03158	0CFE8F87	0	3
n03159	0CFE8F86	0	3
n03160	76B71F26	0	0
n03161	76B71F26	0	0
n03162	76B71F25	0	0
n03163	48F12B60	0	493915
n03164	48F12B61	0	493915
n03165	48F12B60	0	493915
n03166	127BDAC4	0	7
n03167	127BDAC5	0	7
n03168	127BDAC4	0	7
n03169	1F5E91C4	0	4
n03170	1F5E91C5	0	4
n03171	1F5E91C4	0	4
n03172	745C95D4	0	0
n03173	745C95D5	0	0
n03174	745C95D4	0	0
n03175	093D86F8	0	2
n03176	093D86F8	0	2
n03177	093D86F7	0	2
n03178	3970E862	0	0
n03179	3970E862	0	0
n03180	3970E861	0	0
n03181	2EBC2EB0	0	8
n03182	2EBC2EB1	0	8
n03183	2EBC2EB0	0	8
n03184	0DD22648	0	1
n03185	0DD22649	0	1
n03186	0DD22648	0	1
n03187	63D23ADC	0	0
n03188	63D23ADD	0	0
n03189	63D23ADC	0	0
n03190	35E55388	0	0
n03191	35E55388	0	0
n03192	35E55387	0	0
n03193	096B62AA	0	2
n03194	096B62AA	0	2
n03195	096B62A9	0	2
n03196	0D9F94C0	0	9
n03197	0D9F94C0	0	9
n03198	0D9F94BF	0	9
n03199	083C7EA2	0	5
n03200	083C7EA3	0	5
n03201	083C7EA2	0	5
n03202	5F2886E2	0	0
n03203	5F2886E2	0	0
n03204	5F2886E1	0	0
n03205	0D6F5A7A	0	7
n03206	0D6F5A7A	0	7
n03207	0D6F5A79	0	7
n03208	37C95228	0	0
n03209	37C95228	0	0
n03210	37C95227	0	0
n03211	13DD56E4	0	5
n03212	13DD56E5	0	5
n03213	13DD56E4	0	5
n03214	6E799D1C	0	0
n03215	6E799D1C	0	0
n03216	6E799D1B	0	0
n03217	518EB322	0	0
n03218	518EB322	0	0
n03219	518EB321	0	0
n03220	23D1623A	0	2
n03221	23D1623B	0	2
n03222	23D1623A	0	2
n03223	6E65CBC4	0	0
n03224	6E65CBC5	0	0
n03225	6E65CBC4	0	0
n03226	73BBF71C	0	0
n03227	73BBF71D	0	0
n03228	73BBF71C	0	0
n03229	4D9B1CD8	325294832	325294832
n03230	4D9B1CD8	0	325294832
n03231	4D9B1CD7	0	325294831
n03232	7C6F2DC2	0	0
n03233	7C6F2DC2	0	0
n03234	7C6F2DC1	0	0
n03235	6E095B84	0	0
n03236	6E095B84	0	0
n03237	6E095B83	0	0
n03238	2A6F8782	0	2
n03239	2A6F8782	0	2
n03240	2A6F8781	0	2
n03241	18ED296E	0	6
n03242	18ED296F	0	6
n03243	18ED296E	0	6
n03244	5C8D6F58	0	0
n03245	5C8D6F59	0	0
n03246	5C8D6F58	0	0
n03247	7AD50BD6	0	0
n03248	7AD50BD6	0	0
n03249	7AD50BD5	0	0
n03250	06A4DFD0	0	6
n03251	06A4DFD0	0	6
n03252	06A4DFCF	0	6
n03253	6699F224	0	0
n03254	6699F224	0	0
n03255	6699F223	0	0
n03256	189279BC	0	3
n03257	189279BD	0	3
n03258	189279BC	0	3
n03259	38CEE5A6	0	0
n03260	38CEE5A6	0	0
n03261	38CEE5A5	0	0
n03262	244E8B2A	0	4
n03263	244E8B2B	0	4
n03264	244E8B2A	0	4
n03265	11E1CCB8	0	3
n03266	11E1CCB8	0	3
n03267	11E1CCB7	0	3
n03268	0BEDFC34	0	9
n03269	0BEDFC35	0	9
n03270	0BEDFC34	0	9
n03271	0395909C	0	8
n03272	0395909C	0	8
n03273	0395909B	0	8
n03274	04724838	0	2
n03275	04724839	0	2
n03276	04724838	0	2
n03277	4D934960	308882448	308882448
n03278	4D934961	0	308882448
n03279	4D934960	0	308882447
n03280	209B5092	0	2
n03281	209B5093	0	2
n03282	209B5092	0	2
n03283	6F6726A0	0	0
n03284	6F6726A1	0	0
n03285	6F6726A0	0	0
n03286	3A5DBCD4	0	0
n03287	3A5DBCD4	0	0
n03288	3A5DBCD3	0	0
n03289	1F387596	0	3
n03290	1F387597	0	3
n03291	1F387596	0	3
n03292	19D9F9D4	0	2
n03293	19D9F9D5	0	2
n03294	19D9F9D4	0	2
n03295	69A84C78	0	0
n03296	69A84C78	0	0
n03297	69A84C77	0	0
n03298	2E5D7F2C	0	5
n03299	2E5D7F2C	0	5
n03300	2E5D7F2B	0	5
n03301	0113AD2E	0	2
n03302	0113AD2F	0	2
n03303	0113AD2E	0	2
n03304	6C984EB0	0	0
n03305	6C984EB1	0	0
n03306	6C984EB0	0	0
n03307	6EAD8ED0	0	0
n03308	6EAD8ED1	0	0
n03309	6EAD8ED0	0	0
n03310	17977D76	0	9
n03311	17977D76	0	9
n03312	17977D75	0	9
n03313	4402C4A0	0	523
n03314	4402C4A1	0	523
n03315	4402C4A0	0	523
n03316	0BD494C6	0	8
n03317	0BD494C6	0	8
n03318	0BD494C5	0	8
n03319	6526CA9A	0	0
n03320	6526CA9A	0	0
n03321	6526CA99	0	0
n03322	54EB1108	0	0
n03323	54EB1108	0	0
n03324	54EB1107	0	0
n03325	00BE01B8	0	1
n03326	00BE01B9	0	1
n03327	00BE01B8	0	1
n03328	27C2B7E4	0	5
n03329	27C2B7E4	0	5
n03330	27C2B7E3	0	5
n03331	10C30766	0	7
n03332	10C30766	0	7
n03333	10C30765	0	7
n03334	7408EE80	0	0
n03335	7408EE81	0	0
n03336	7408EE80	0	0
n03337	3653FE4A	0	0
n03338	3653FE4A	0	0
n03339	3653FE49	0	0
n03340	2A4F4D02	0	1
n03341	2A4F4D03	0	1
n03342	2A4F4D02	0	1
n03343	2B90BC46	0	1
n03344	2B90BC46	0	1
n03345	2B90BC45	0	1
n03346	1C0161B0	0	4
n03347	1C0161B0	0	4
n03348	1C0161AF	0	4
n03349	4A84962C	0	4344598
n03350	4A84962D	0	4344598
n03351	4A84962C	0	4344598
n03352	55065386	0	0
n03353	55065386	0	0
n03354	55065385	0	0
n03355	4DC5F768	415165680	415165680
n03356	4DC5F768	0	415165680
n03357	4DC5F767	0	415165679
n03358	41F9BFE2	0	31
n03359	41F9BFE2	0	31
n03360	41F9BFE1	0	31
n03361	1F58DB0E	0	4
n03362	1F58DB0E	0	4
n03363	1F58DB0D	0	4
n03364	69968E72	0	0
n03365	69968E73	0	0
n03366	69968E72	0	0
n03367	65E9BC54	0	0
n03368	65E9BC54	0	0
n03369	65E9BC53	0	0
n03370	2A3C2584	0	1
n03371	2A3C2584	0	1
n03372	2A3C2583	0	1
n03373	149F86AE	0	1
n03374	149F86AF	0	1
n03375	149F86AE	0	1
n03376	7E27D2B4	0	0
n03377	7E27D2B4	0	0
n03378	7E27D2B3	0	0
n03379	4D835438	275416816	275416816
n03380	4D835438	0	275416816
n03381	4D835437	0	275416815
n03382	11BD03D0	0	2
n03383	11BD03D1	0	2
n03384	11BD03D0	0	2
n03385	0B9EA23E	0	6
n03386	0B9EA23E	0	6
n03387	0B9EA23D	0	6
n03388	139F5296	0	4
n03389	139F5296	0	4
n03390	139F5295	0	4
n03391	6FFA62CA	0	0
n03392	6FFA62CB	0	0
n03393	6FFA62CA	0	0
n03394	4C2C038A	45092394	45092394
n03395	4C2C038B	0	45092394
n03396	4C2C038A	0	45092393
n03397	60C7B2E0	0	0
n03398	60C7B2E1	0	0
n03399	60C7B2E0	0	0
n03400	5714151C	0	0
n03401	5714151C	0	0
n03402	5714151B	0	0
n03403	53289F82	0	0
n03404	53289F83	0	0
n03405	53289F82	0	0
n03406	329B28C8	0	1
n03407	329B28C8	0	1
n03408	329B28C7	0	1
n03409	25F6001C	0	4
n03410	25F6001D	0	4
n03411	25F6001C	0	4
n03412	1CE0F50E	0	1
n03413	1CE0F50F	0	1
n03414	1CE0F50E	0	1
n03415	56829836	0	0
n03416	56829836	0	0
n03417	56829835	0	0
n03418	02882E4E	0	2
n03419	02882E4F	0	2
n03420	02882E4E	0	2
n03421	09B98CC8	0	4
n03422	09B98CC8	0	4
n03423	09B98CC7	0	4
n03424	2DAB0BCA	0	1
n03425	2DAB0BCB	0	1
n03426	2DAB0BCA	0	1
n03427	1431991E	0	8
n03428	1431991E	0	8
n03429	1431991D	0	8
n03430	57997C7C	0	0
n03431	57997C7D	0	0
n03432	57997C7C	0	0
n03433	70067E7C	0	0
n03434	70067E7D	0	0
n03435	70067E7C	0	0
n03436	2A62CDC6	0	2
n03437	2A62CDC6	0	2
n03438	2A62CDC5	0	2
n03439	5EB16E44	0	0
n03440	5EB16E45	0	0
n03441	5EB16E44	0	0
n03442	13E510BC	0	5
n03443	13E510BD	0	5
n03444	13E510BC	0	5
n03445	2743CCFE	0	2
n03446	2743CCFE	0	2
n03447	2743CCFD	0	2
n03448	5B669BDA	0	0
n03449	5B669BDB	0	0
n03450	5B669BDA	0	0
n03451	10BBAA58	0	7
n03452	10BBAA58	0	7
n03453	10BBAA57	0	7
n03454	5885318E	0	0
n03455	5885318F	0	0
n03456	5885318E	0	0
n03457	0C4A7FE6	0	1
n03458	0C4A7FE6	0	1
n03459	0C4A7FE5	0	1
n03460	046D0F52	0	2
n03461	046D0F53	0	2
n03462	046D0F52	0	2
n03463	3A9D873E	0	0
n03464	3A9D873F	0	0
n03465	3A9D873E	0	0
n03466	4D4F8E04	217636920	217636920
n03467	4D4F8E04	0	217636920
n03468	4D4F8E03	0	217636919
n03469	4570F7A0	0	3855
n03470	4570F7A0	0	3855
n03471	4570F79F	0	3855
n03472	1F40CC0A	0	4
n03473	1F40CC0A	0	4
n03474	1F40CC09	0	4
n03475	1A0CD154	0	2
n03476	1A0CD154	0	2
n03477	1A0CD153	0	2
n03478	1D8B03EE	0	3
n03479	1D8B03EF	0	3
n03480	1D8B03EE	0	3
n03481	6A75D9D8	0	0
n03482	6A75D9D9	0	0
n03483	6A75D9D8	0	0
n03484	1BE1E982	0	3
n03485	1BE1E983	0	3
n03486	1BE1E982	0	3
n03487	5EDFC1C4	0	0
n03488	5EDFC1C5	0	0
n03489	5EDFC1C4	0	0
n03490	71512850	0	0
n03491	71512851	0	0
n03492	71512850	0	0
n03493	162D4864	0	1
n03494	162D4865	0	1
n03495	162D4864	0	1
n03496	640E79B6	0	0
n03497	640E79B7	0	0
n03498	640E79B6	0	0
n03499	632DC86C	0	0
n03500	632DC86D	0	0
n03501	632DC86C	0	0
n03502	20D3D09A	0	3
n03503	20D3D09B	0	3
n03504	20D3D09A	0	3
n03505	0FAB912C	0	1
n03506	0FAB912D	0	1
n03507	0FAB912C	0	1
n03508	62BF1A0E	0	0
n03509	62BF1A0F	0	0
n03510	62BF1A0E	0	0
n03511	2BE5206E	0	1
n03512	2BE5206E	0	1
n03513	2BE5206D	0	1
n03514	412FBB26	0	10
n03515	412FBB27	0	10
n03516	412FBB26	0	10
n03517	5D539BF8	0	0
n03518	5D539BF9	0	0
n03519	5D539BF8	0	0
n03520	202BAD4A	0	1
n03521	202BAD4A	0	1
n03522	202BAD49	0	1
n03523	00165DDA	0	2
n03524	00165DDA	0	2
n03525	00165DD9	0	2
n03526	1B5F2D3E	0	1
n03527	1B5F2D3E	0	1
n03528	1B5F2D3D	0	1
n03529	463F7A68	0	12254
n03530	463F7A68	0	12254
n03531	463F7A67	0	12254
n03532	18413D42	0	2
n03533	18413D43	0	2
n03534	18413D42	0	2
n03535	2DD1357E	0	2
n03536	2DD1357F	0	2
n03537	2DD1357E	0	2
n03538	4DD99248	456280304	456280304
n03539	4DD99248	0	456280304
n03540	4DD99247	0	456280303
n03541	28222326	0	9
n03542	28222326	0	9
n03543	28222325	0	9
n03544	3FCB13AC	0	1
n03545	3FCB13AD	0	1
n03546	3FCB13AC	0	1
n03547	2B5FA7FE	0	7
n03548	2B5FA7FF	0	7
n03549	2B5FA7FE	0	7
n03550	09B40FA0	0	4
n03551	09B40FA0	0	4
n03552	09B40F9F	0	4
n03553	54664496	0	0
n03554	54664496	0	0
n03555	54664495	0	0
n03556	4F72F134	0	0
n03557	4F72F134	0	0
n03558	4F72F133	0	0
n03559	10C074BA	0	7
n03560	10C074BB	0	7
n03561	10C074BA	0	7
n03562	21416C82	0	6
n03563	21416C82	0	6
n03564	21416C81	0	6
n03565	278E8AC8	0	3
n03566	278E8AC8	0	3
n03567	278E8AC7	0	3
n03568	35BEF6CC	0	0
n03569	35BEF6CC	0	0
n03570	35BEF6CB	0	0
n03571	70AF8EEC	0	0
n03572	70AF8EED	0	0
n03573	70AF8EEC	0	0
n03574	613A7BEC	0	0
n03575	613A7BEC	0	0
n03576	613A7BEB	0	0
n03577	1E1DA89E	0	8
n03578	1E1DA89E	0	8
n03579	1E1DA89D	0	8
n03580	6E2EA124	0	0
n03581	6E2EA124	0	0
n03582	6E2EA123	0	0
n03583	71132B46	0	0
n03584	71132B46	0	0
n03585	71132B45	0	0
n03586	1AD078C8	0	8
n03587	1AD078C9	0	8
n03588	1AD078C8	0	8
n03589	1417FBC0	0	7
n03590	1417FBC1	0	7
n03591	1417FBC0	0	7
n03592	7BB82960	0	0
n03593	7BB82961	0	0
n03594	7BB82960	0	0
n03595	11212DCA	0	1
n03596	11212DCB	0	1
n03597	11212DCA	0	1
n03598	5377A78C	0	0
n03599	5377A78C	0	0
n03600	5377A78B	0	0
n03601	3A468468	0	0
n03602	3A468468	0	0
n03603	3A468467	0	0
n03604	59F06BB8	0	0
n03605	59F06BB8	0	0
n03606	59F06BB7	0	0
n03607	7AC23900	0	0
n03608	7AC23900	0	0
n03609	7AC238FF	0	0
n03610	5EF97B3E	0	0
n03611	5EF97B3F	0	0
n03612	5EF97B3E	0	0
n03613	714DD84E	0	0
n03614	714DD84E	0	0
n03615	714DD84D	0	0
n03616	1E9BA27E	0	1
n03617	1E9BA27E	0	1
n03618	1E9BA27D	0	1
n03619	78C835EA	0	0
n03620	78C835EA	0	0
n03621	78C835E9	0	0
