registry_section,registry_index,line_number,id,type,engine_category,display_category,source_path,path_prefix,source_stem,extraction_status,classification_status,name,hidden,random,published_folder,sprite_count,sprite_ref_count,dependency_count,plain_dat_sha256,raw_dat_sha256,plain_cache,raw_cache,planned_folder
object,224,278,55,0,character_object,conditional,c\saso\pup.dat,c,pup,verified,classified_from_plain_dat,Puppet,1,1,characters/conditional/0055_Puppet,6,6,1,9ec4fe82468953f7c1578416265d353bd77ac7da2b8add9a569618f51353729f,c766cb5a93a7de3ca55aa8eb05e0439b52e2104cf26a151e3f2e87e5fb957ca3,,,characters/conditional/0055_Puppet
object,225,279,213,3,object_type_3,not_applicable,c\saso\a\pup.dat,c,pup,verified,classified_from_plain_dat,,,,objects/type_3/0213_pup,2,2,2,1b0808604fcd6940c9a6e2530ea0410685efcb2ae4be56a17ef4a48a0c277769,142763e8796bc78bc4c2952ba34f3a4504749d9d4db62b40746c90b212f8cc14,,,objects/type_3/0213_pup
object,226,280,512,3,object_type_3,not_applicable,c\saso\a\pup2.dat,c,pup2,verified,classified_from_plain_dat,,,,objects/type_3/0512_pup2,2,2,4,f2dc4f3277dea7b36f31dd7fe65eacdf744e88dd287d73e707a4946d3273bb7f,f1e9973bfabb85d15f5fbb887c1cb21b5216686ac5ad7719f688b3953b7445af,,,objects/type_3/0512_pup2
object,227,281,822,3,object_type_3,not_applicable,c\saso\a\iro.dat,c,iro,verified,classified_from_plain_dat,,,,objects/type_3/0822_iro,3,3,4,7443496b1ef458ca66b3fc1367b1f998451d860228bf7d76437cb49585d0ef36,3003c76b6372b21b0960e166ab939e2a5aec52848826f75c212e2f8e69f132a2,,,objects/type_3/0822_iro
object,228,283,10,0,character_object,selectable,c\dei\dei.dat,c,dei,verified,classified_from_plain_dat,Deidara,0,0,characters/selectable/0010_Deidara,5,5,6,8bb04cc5060f2d7e1be3bfbb659344de23a154f291f1bff77476b262b782f28a,767a9c795e8750389c8e2a44b4043c825009cb329902413f9ae75eb8f9bb1869,,,characters/selectable/0010_Deidara
object,229,284,58,0,character_object,conditional,c\dei\bir.dat,c,bir,verified,classified_from_plain_dat,Deidara(Bird),2,2,characters/conditional/0058_Deidara(Bird),4,4,6,156a2798327699964dac1a67a76af7e9ea3c1787dbcc00413cd147777f971d12,8b6af8c6750e159ac8743108de990be1c7ed2884ad9b5a6d00c7b471271d39e9,,,characters/conditional/0058_Deidara(Bird)
object,230,285,45,0,character_object,conditional,c\dei\ncd.dat,c,ncd,verified,classified_from_plain_dat,NCDeidara,1,1,characters/conditional/0045_NCDeidara,5,5,8,f5dab7d62bada4a66cf2009b2b3a2df76ac233411134d935b35a4eb833a5bf1a,61ad97459eb9bb6a1dff0d6e4121d646bf4a49d6ea1e8c6413ac84f84443effe,,,characters/conditional/0045_NCDeidara
object,231,286,46,0,character_object,conditional,c\dei\ncb.dat,c,ncb,verified,classified_from_plain_dat,NCDeidara(Bird),2,2,characters/conditional/0046_NCDeidara(Bird),4,4,6,65097290812d2a661ecaa7d11a41305173fa414225e62f20664df19bb690460c,1f29033188e9c26d87dc82ad72e6e5ecb1b0fb1e9b0b8d537b448b38af484495,,,characters/conditional/0046_NCDeidara(Bird)
object,232,287,800,0,character_object,conditional,c\dei\zom.dat,c,zom,verified,classified_from_plain_dat,ClayZombie,2,2,characters/conditional/0800_ClayZombie,4,4,2,61e9435a7cb12a1e0cdc6f9bd209def6c4d7e66b66b8752409f7ac7457d72d16,4f69d30ca8a43ee245c5704273b50ef5325b443256b944689e6a93af10f3a2af,,,characters/conditional/0800_ClayZombie
object,233,288,802,0,character_object,conditional,c\dei\zom2.dat,c,zom2,verified,classified_from_plain_dat,ClayZombie2,2,2,characters/conditional/0802_ClayZombie2,4,4,2,0f072da874234692ea973af36b911d755e5dfa6dea22fbd84065868132870288,3236dd42da495969136d613d7d58167062b4c259717a1ced9a0029381c5ae2e8,,,characters/conditional/0802_ClayZombie2
object,234,289,225,3,object_type_3,not_applicable,c\dei\a\cla.dat,c,cla,verified,classified_from_plain_dat,,,,objects/type_3/0225_cla,5,5,5,6e34f750531e052a1c91f8458bd594b2f78f66d833675b57acb16b6b1138074f,99bee555c008ed9b16fdfa9c6808ede102d3425717dc5a21b3ab3bf08c62cc22,,,objects/type_3/0225_cla
object,235,290,206,3,object_type_3,not_applicable,c\dei\a\cla2.dat,c,cla2,verified,classified_from_plain_dat,,,,objects/type_3/0206_cla2,1,1,2,0f9222eabd9a4fc44b32a65580c58a9cf7896368dccfb8637fb6368759f76e08,687b148342e02bdb8f94a9524203892fbf4a21c32ab520e84f6c5d99273dab5f,,,objects/type_3/0206_cla2
object,236,291,221,3,object_type_3,not_applicable,c\dei\a\cla3.dat,c,cla3,verified,classified_from_plain_dat,,,,objects/type_3/0221_cla3,1,1,2,9e2632ce3fbf9d8a6b665ba48f1b29b2437b4dd866d9aeaf4372c6e1c3f2616d,32f3b300b4baad5fb0119c136d7447fa0716150bcb6570855a4e537d65c2ba5b,,,objects/type_3/0221_cla3
object,237,293,17,0,character_object,selectable,c\kis\kis.dat,c,kis,verified,classified_from_plain_dat,Kisame,0,0,characters/selectable/0017_Kisame,6,6,7,42365d2812b3e91c10598ddbd003fa53aab9e38364a2335d6403540f19a9b6b4,0a79c27e7e2edab301ac41321df884bf0d4550ab93b648a925650d1b26e1d147,,,characters/selectable/0017_Kisame
object,238,294,505,0,character_object,conditional,c\kis\kcl.dat,c,kcl,verified,classified_from_plain_dat,Kisame(Clone),2,2,characters/conditional/0505_Kisame(Clone),5,5,1,1adaabe78e22b3935bca57d54d65e84b224b3708c87fbbfdd4a8b1105204539f,2fd110934651fe3ee78869ff477225cae7d673d2fb65b3136801b2635aee2c89,,,characters/conditional/0505_Kisame(Clone)
object,239,295,91,0,character_object,conditional,c\kis\sam.dat,c,sam,verified,classified_from_plain_dat,KisameS,1,1,characters/conditional/0091_KisameS,5,5,4,a6412b3472bdffbedb690e026a6c654e976357fcc1af9d358d20b2a437ea9b5b,b5e4751f5d772d9fab3980836774a0a7b25626c150e6bf47d9b4e6b6e653d42a,,,characters/conditional/0091_KisameS
object,240,296,42,0,character_object,conditional,c\kis\nck.dat,c,nck,verified,classified_from_plain_dat,NCKisame,1,1,characters/conditional/0042_NCKisame,6,6,7,bd9034f7e2abd376eb44ac4ed913b7a2e440c01d49f6a5a54fcba9c1788032a5,dbb655b080c3086d44ae9dfde559044eeb26f6f591ff5d380f47ca1f5cf3b275,,,characters/conditional/0042_NCKisame
object,241,297,416,3,object_type_3,not_applicable,c\kis\a\wat.dat,c,wat,verified,classified_from_plain_dat,,,,objects/type_3/0416_wat,7,7,2,83567008b156672fc1788ccde48d0357c1c84ed134cd144cdb84242e9abcc823,62fd6a7b90b45aba82558db53bf8a12ad46c970976f46bda0016e00048bb95f3,,,objects/type_3/0416_wat
object,242,299,9,0,character_object,selectable,c\ita\ita.dat,c,ita,verified,classified_from_plain_dat,Itachi,0,0,characters/selectable/0009_Itachi,6,6,18,2ec65f77fb74cb1106506e87fcefb643dedd022d395e0c4a325e1816eeda8958,8ca1b1cac6f8f795ee59bf76a740d238ede4bb6d21fd9bbc7eccc5cd7bbbbae2,,,characters/selectable/0009_Itachi
object,243,300,220,3,object_type_3,not_applicable,c\ita\a\cro2.dat,c,cro2,verified,classified_from_plain_dat,,,,objects/type_3/0220_cro2,7,7,4,fe0ff56bf5e42a200b4d86d93032d9e90750c82328065c45a16314c5bad8b6a5,9cb7dec591bffe848d22c84f8caad32a5ef3fe5c4a353e911a82f22d1cdd214d,,,objects/type_3/0220_cro2
object,244,301,603,3,object_type_3,not_applicable,c\ita\a\cro.dat,c,cro,verified,classified_from_plain_dat,,,,objects/type_3/0603_cro,4,4,1,9a9bef3c84b03eb41ae5ce7ca34139f392d33be15074397ebca648b0200c9e37,53fc78c77d3331bcb53affadf8a2ba9698e25d3c52eec75f312bfdaa3da0fb91,,,objects/type_3/0603_cro
object,245,303,68,0,character_object,selectable,c\kon\kon.dat,c,kon,verified,classified_from_plain_dat,Konan,0,0,characters/selectable/0068_Konan,8,8,3,e301cb7c0951ca1ad110fcd1a2998d7c08d4d44cc2f1e2b7fc389c031171c058,7203c81a2a4c5e3476a44ea164120f19ca9993e86c9b0801f413616e313f87f1,,,characters/selectable/0068_Konan
object,246,304,54,0,character_object,conditional,c\kon\ang.dat,c,ang,verified,classified_from_plain_dat,KonanAngel,2,2,characters/conditional/0054_KonanAngel,6,6,3,cd5380dd4934fb51be095841badf7c218181d2d3547414c65daf4409938e9f29,1552caea17e1c09ece8cea03a484daefe64454d4dd0565d24c9010d1d0ddcb1f,,,characters/conditional/0054_KonanAngel
object,247,305,526,3,object_type_3,not_applicable,c\kon\a\pap.dat,c,pap,verified,classified_from_plain_dat,,,,objects/type_3/0526_pap,6,6,2,f1eee85b50dbb643aaab9ba01fb19ca6cd530830e34a646cacb46027c43d9953,878a4f223d0ffedd33b21c1ed33a2288b0645ecd52c89b0a32a869e0f8c9dd3b,,,objects/type_3/0526_pap
object,248,307,26,0,character_object,selectable,c\pai\pai.dat,c,pai,verified,classified_from_plain_dat,Pain(Animal),0,0,characters/selectable/0026_Pain(Animal),5,5,8,b883c73c27ba92fc69ba88f1421bff6febcbec9ab14f8eb0b3d52a6c560673c5,2749db0503c5cd8f035a677c342796d84fa4a8950c8dd8d066e6bce7fe4cace3,,,characters/selectable/0026_Pain(Animal)
object,249,308,509,0,character_object,conditional,c\pai\paid.dat,c,paid,verified,classified_from_plain_dat,Pain(Deva),2,2,characters/conditional/0509_Pain(Deva),4,4,5,6fa891571190c317c87ba3e55bc39aa80a145e8c9d012de26e79ac7c3f10d705,3d9ad36ebcc5257527cf4c04e4102553ce9670f8199558219fc3d3e9503c4ef8,,,characters/conditional/0509_Pain(Deva)
object,250,309,401,3,object_type_3,not_applicable,c\pai\a\sum.dat,c,sum,verified,classified_from_plain_dat,,,,objects/type_3/0401_sum,6,6,5,6b62aecbbe7592802a8ed7f65b61650c8fd966201956be894b8e010ecfbed5f2,aef88bbcaac41bfb02dcce78140eb2d2d94bc0295d99ab93873000620339a976,,,objects/type_3/0401_sum
object,251,310,403,3,object_type_3,not_applicable,c\pai\a\rhi.dat,c,rhi,verified,classified_from_plain_dat,,,,objects/type_3/0403_rhi,1,1,2,ccfcaa6436c0b9b06701b4742f06de89d043860c5a10e9ea75e55dc28df0b1c6,327210da56d82b848addcd5781ec919f4dac7493472bb3c82ea15514f8979297,,,objects/type_3/0403_rhi
object,252,311,404,3,object_type_3,not_applicable,c\pai\a\ox.dat,c,ox,verified,classified_from_plain_dat,,,,objects/type_3/0404_ox,1,1,2,3aebd539df7c48b18ebfadf586a60b16acb09f6b04932cb887f3ef9e0aad8990,6438483e95dc7f5d6392a507a17d5f1a4d556e0cda3eabaf138e6c0a09c53652,,,objects/type_3/0404_ox
object,253,312,405,3,object_type_3,not_applicable,c\pai\a\cha.dat,c,cha,verified,classified_from_plain_dat,,,,objects/type_3/0405_cha,2,2,3,7a3889c9453ada75cf23ddb19be60c156f841a31126c479fe7ce4598af52fdbf,4b02e875619631d6468a757436cc14c16d861f311c875b8c2629eb49564d523e,,,objects/type_3/0405_cha
object,254,313,838,3,object_type_3,not_applicable,c\pai\a\squ.dat,c,squ,verified,classified_from_plain_dat,,,,objects/type_3/0838_squ,9,9,6,3c3cb32bb510fe7fb03a0124471177f714d0abfea028addfdfd57ab0c31dd2f1,af2d31aff800d897d3c7a615f863c8f89aaf62ef482844560472eb19a805b919,,,objects/type_3/0838_squ
object,255,315,0,0,character_object,selectable,c\tobi\tobi.dat,c,tobi,verified,classified_from_plain_dat,Tobi,0,0,characters/selectable/0000_Tobi,5,5,10,7ac8ab91e0ade7a19e7be1950568d080440a673c9c0107189d3465038479d61f,cace785d5b84facbaed307b0ecbae335ea4550ea30e3a1e1ce0379d87ea95454,,,characters/selectable/0000_Tobi
object,256,316,53,0,character_object,conditional,c\tobi\ttobi.dat,c,ttobi,verified,classified_from_plain_dat,TigerTobi,2,2,characters/conditional/0053_TigerTobi,4,4,7,05432dc502050f0e8d226a94907e99f2439032f951ee00ca49b7d0ac7716632e,fc9040c8b8d2379dc65f719401783be0194e92d91162c56475a46e592ddaffd3,,,characters/conditional/0053_TigerTobi
object,257,317,232,3,object_type_3,not_applicable,c\tobi\a\kat.dat,c,kat,verified,classified_from_plain_dat,,,,objects/type_3/0232_kat,1,1,4,16b9abc42afb118f4690a61a5396646d40bd4e19304ee9bce1033145e6440bec,74f5ba7be602589bb2767caacdab59baa356204ccee6fe56b9d9d2ec46c38c60,,,objects/type_3/0232_kat
object,258,318,832,3,object_type_3,not_applicable,c\tobi\a\fox.dat,c,fox,verified,classified_from_plain_dat,,,,objects/type_3/0832_fox,1,1,2,e995f7c97148af95424ac76f74c4ffa1f492fc231ef4e0703f56313fff4118eb,0a8d756cf3c47425574ea97fadf993ccda7dab80dad06d482eed1eeef4598b38,,,objects/type_3/0832_fox
object,259,320,899,0,character_object,conditional,c\0\spe.dat,c,spe,verified,classified_from_plain_dat,Spectator,1,4,characters/conditional/0899_Spectator,4,4,0,2781956e89edada3d4560cf6ff73f562e168f29a288bba2c3aeb74d75eea8eb2,b0ee8896d84f295d3d87fe6d352d52631362ed2fd7c1dbcf74bb370eaf1c0822,,,characters/conditional/0899_Spectator
object,260,322,101,4,object_type_4,not_applicable,w\2.dat,w,2,verified,classified_from_plain_dat,,,,objects/type_4/0101_2,1,1,1,f8adfb9b61e7a9d1251f455f13ae34a0db8d43fb9d4e7a4f6236dd7ac01cefec,ea21317622cc9ebc9279c9e5443b5932006e77e4397f82ab49d43a4f133ff9e1,,,objects/type_4/0101_2
object,261,323,120,1,object_type_1,not_applicable,w\4.dat,w,4,verified,classified_from_plain_dat,,,,objects/type_1/0120_4,1,1,0,54cffda696cb220fec8f606509a4408c954d9ee002e32cbab5bc442b62a7bb26,d65a416132703b0fd311fa8add3f9d64f85058e7b4461280be9e47d3e0a46790,,,objects/type_1/0120_4
object,262,324,121,1,object_type_1,not_applicable,w\5.dat,w,5,verified,classified_from_plain_dat,,,,objects/type_1/0121_5,1,1,2,80ee80252f2cf749e950b2e25035879c11cb7517863af0ca14b7e88814121b12,2621219809b39b6c9c1281a3762da5adab32b7621b5f9962f3222f1e4aaa5b18,,,objects/type_1/0121_5
object,263,325,122,6,object_type_6,not_applicable,w\3.dat,w,3,verified,classified_from_plain_dat,,,,objects/type_6/0122_3,1,1,0,feac0e58d336b48a5897342e529977b934d7fdfd08973c205caf8793874d4ea6,d57f851dd5e1a65280e1fff11a2503904b834bb3966ff145a0d67b9b32cf93ff,,,objects/type_6/0122_3
object,264,326,123,6,object_type_6,not_applicable,w\8.dat,w,8,verified,classified_from_plain_dat,,,,objects/type_6/0123_8,1,1,0,6dbd01033891abe442590eb40dea4e5b31b1fc64f22140e6407c4e834f6f78b5,0dc789fff2f98ded613828b50227bb39e2937c8942c98dc6e090a5d6abe4f66f,,,objects/type_6/0123_8
object,265,327,124,4,object_type_4,not_applicable,w\9.dat,w,9,verified,classified_from_plain_dat,,,,objects/type_4/0124_9,1,1,1,bb9fcd5c414fcec9937ee1a300097962623135f212b13a4a9fc5daa888d1fc50,2814be449b5b2d54ccf59d49a20acf471ea1dc8edf9f1d6afdf5a54d5f9d9883,,,objects/type_4/0124_9
object,266,328,150,2,object_type_2,not_applicable,w\1.dat,w,1,verified,classified_from_plain_dat,,,,objects/type_2/0150_1,1,1,1,4c463e5504005b5b55e1015d0200251b4ad27aa529c5f366dffa1959cf9e5743,dd97c1c150ddd638e57ac76201e6f22180afb7b3c81438878e7cbca1f92fd997,,,objects/type_2/0150_1
object,267,329,151,2,object_type_2,not_applicable,w\l.dat,w,l,verified,classified_from_plain_dat,,,,objects/type_2/0151_l,1,1,1,9ba2a5e7b8c46a47b23415a7f7913a984adc52944320043661f6b8e46c9c13e3,615f0cad568a7870e154845db915380c813c61171f2b8cf853f4ccef3aba48b6,,,objects/type_2/0151_l
object,268,330,600,4,object_type_4,not_applicable,w\6.dat,w,6,verified,classified_from_plain_dat,,,,objects/type_4/0600_6,1,1,1,2641d21e09cd222b50036559496d266b73037bb7f3cf23f7b5a6590fce5c118a,8b36fcb0805063a92ad501f15023e19149e3782abf8228b91d036a7ff56610ac,,,objects/type_4/0600_6
object,269,331,217,2,object_type_2,not_applicable,w\t.dat,w,t,verified,classified_from_plain_dat,,,,objects/type_2/0217_t,1,1,1,51204213e6962effe8a7978736ffe23c518f3f8b2051ad92344bb520c869630f,942677dc1e4f09b4ba7da76055456076d44f9f4e96aad51fb667c1b0a41fc308,,,objects/type_2/0217_t
object,270,332,218,2,object_type_2,not_applicable,w\h.dat,w,h,verified,classified_from_plain_dat,,,,objects/type_2/0218_h,1,1,1,bb2535f15bbd6f1d8a54906e85ef745cb676845e13a96831c9ebba2bb9d98ecc,b8be54516702d84ba7c0fafc6458f8b34afe1eeb6747a0f406c294fb299d2062,,,objects/type_2/0218_h
object,271,333,219,3,object_type_3,not_applicable,w\e.dat,w,e,verified,classified_from_plain_dat,,,,objects/type_3/0219_e,1,1,1,178d2653e2bc4afff7b933da2f28a87ecd6217cbd4f99291ea1b19f300704274,66f1006c41eacc4b25fb0843a659e02a7541577dc701de4da8787909b2c3fa78,,,objects/type_3/0219_e
object,272,334,652,2,object_type_2,not_applicable,w\h2.dat,w,h2,verified,classified_from_plain_dat,,,,objects/type_2/0652_h2,1,1,1,86ad6c8128795217463ad8b4d55e08166d86e98d246047664e50be4d04d0fba1,4bdae849f96b98cfd3bbe589fdc43051870ea953445a751ef5e34cf2423894b2,,,objects/type_2/0652_h2
object,273,335,422,4,object_type_4,not_applicable,w\x.dat,w,x,verified,classified_from_plain_dat,,,,objects/type_4/0422_x,1,1,1,7e23813cad6c61cb271433d45cefc4d52358108653d087ad0b8bbbe38869bcd7,bc2624a0a4e479bff8b06776b550f006b5f61721acc6023dfe76c34c29b1952e,,,objects/type_4/0422_x
object,274,336,503,1,object_type_1,not_applicable,w\b.dat,w,b,verified,classified_from_plain_dat,,,,objects/type_1/0503_b,1,1,0,8c9bf3ce4d5339f567cb4748d6777205e2406e160da7577043219871e38809ae,5db17d4bb47d40952b72237bcbba73be6894d7d8aff96a7f655117ce41a6e783,,,objects/type_1/0503_b
object,275,337,515,1,object_type_1,not_applicable,w\n.dat,w,n,verified,classified_from_plain_dat,,,,objects/type_1/0515_n,1,1,0,b1ac549a484a903e6eab8592ae8dcc6baf4ae277ffc187a310c911eeff8f5e0d,30c492cf3bbbf16264e996ae25fff463bbff16889d57fc3508428d5035c867de,,,objects/type_1/0515_n
object,276,338,884,1,object_type_1,not_applicable,w\scr.dat,w,scr,verified,classified_from_plain_dat,,,,objects/type_1/0884_scr,1,1,1,994c7043aa0d351b90b1df1f83b38f8a788e51a2df7d3dff24301e75b20a9a58,9ecea26980df09ebb86b8ee4059715a3facd58c869a6ff17d3c36d05cf181ae0,,,objects/type_1/0884_scr
object,277,340,299,3,object_type_3,not_applicable,s\0\0.dat,s,0,verified,classified_from_plain_dat,,,,objects/type_3/0299_0,6,6,2,f94c3727a5adb7bb4a9a127fc8c42d647114984ce2b3971dc3e6aea0854d846b,327e485db3300caaf22dee5207fd5f791196f80994d731b2b7691f9dcb703c62,,,objects/type_3/0299_0
object,278,341,443,3,object_type_3,not_applicable,s\0\ram.dat,s,ram,verified,classified_from_plain_dat,,,,objects/type_3/0443_ram,1,1,2,2b5e024cced9918949c03c6e4d26c788f25bec79cf3823c1028f26a6a1aae7d0,f9cb58066ad351071dcf7a7ff5b3d3e3b97b0a4145a3693b9f23cbe4a22b82b2,,,objects/type_3/0443_ram
object,279,342,92,0,character_object,conditional,s\0\iru.dat,s,iru,verified,classified_from_plain_dat,Iruka,2,2,characters/conditional/0092_Iruka,3,3,9,7f03687f974b57353e83ef98c8ce3aebbb9e233ebd67e565fa0e323eaa61837a,7a2454fb56915c731ec62f9258cf480149ffff5e41747f87746a95bc40fec379,,,characters/conditional/0092_Iruka
object,280,343,43,0,character_object,conditional,s\0\iruc.dat,s,iruc,verified,classified_from_plain_dat,Iruka(Clone),2,2,characters/conditional/0043_Iruka(Clone),3,3,5,71f9991ac44c9d58fe0124e2d34a2df374caf60bf28e1801b970b63eb12d06e8,5a8965c7a798a71c415408fce489f66efaa721d63168553b490aff8569d9ee53,,,characters/conditional/0043_Iruka(Clone)
object,281,344,300,3,object_type_3,not_applicable,s\c.dat,s,c,verified,classified_from_plain_dat,,,,objects/type_3/0300_c,1,1,2,2403a75136d80f29772019408204b40ea857b52fdc95662e6aa4fa3bf26a07e7,c4c07676ca4983a734f7496da076e55ae6157f2ca261aaef10f23f49cb171fc9,,,objects/type_3/0300_c
object,282,345,235,3,object_type_3,not_applicable,s\S\S.dat,s,S,verified,classified_from_plain_dat,,,,objects/type_3/0235_S,2,2,4,b7b4031774563ee7af734dcb8f6d1695a9a58992d3314ee475c89344b6872245,26bb8484f2f1343af56fd9282800f2ae344a6abdda4bf54005934d1ce3c4c0f2,,,objects/type_3/0235_S
object,283,346,301,3,object_type_3,not_applicable,s\1\1.dat,s,1,verified,classified_from_plain_dat,,,,objects/type_3/0301_1,2,2,9,fb2517651a071550e23b53d667321f4273175dc56cc9cc8e909eca3540c8ff6d,2757b1bfce953627f948cb05b08171b9f40554603b741074ea13308aeb9abb77,,,objects/type_3/0301_1
object,284,347,59,0,character_object,conditional,s\1\ncs.dat,s,ncs,verified,classified_from_plain_dat,NCSasori,2,2,characters/conditional/0059_NCSasori,3,3,1,0e06e96d33adbd5a7eb2c6f819ca969b836e0b2ea583c8b9262b022fcc843a99,d8e3f63151fb062bea2b74aec3396ecabb7ca25e50036449046ab2c3fd84279b,,,characters/conditional/0059_NCSasori
object,285,348,302,3,object_type_3,not_applicable,s\2\2.dat,s,2,verified,classified_from_plain_dat,,,,objects/type_3/0302_2,2,2,3,1105e6bbe3a1da618e08afe5f2e5af13ca78ddc0d204eaf4502a7cbffd8bf1fa,2faf7fe0c111d4f05c67acb78693538cacd749689c3f1fc285402ef429566118,,,objects/type_3/0302_2
object,286,349,40,0,character_object,conditional,s\2\ncs2.dat,s,ncs2,verified,classified_from_plain_dat,NCSasori,2,2,characters/conditional/0040_NCSasori,3,3,2,eabe4d2b46a86da3dd4b4dc6e699cf4b28fe1b6b60c55c6cf4911df4ffb2b67e,58255a87a7e917c4d67bcb3e2b34bd518a6ebdf51992e0e4d86d1186487992d6,,,characters/conditional/0040_NCSasori
object,287,350,303,3,object_type_3,not_applicable,s\3\3.dat,s,3,verified,classified_from_plain_dat,,,,objects/type_3/0303_3,4,4,10,236a81a0e426c4c05f791f0ca56e899a7c28ab87862a4cc19ffdfbfd8421cea4,1ca4c6ceebbb1c81ab4a0534a6bae12dfba16e65c8af70a089dd72da0130d174,,,objects/type_3/0303_3
object,288,351,304,3,object_type_3,not_applicable,s\4\4.dat,s,4,verified,classified_from_plain_dat,,,,objects/type_3/0304_4,3,3,6,0e320303ed4e655ca07096d382443d33ba6a442aff7547e01531f90d3df67390,cd1c1b7b322714c5fae2e54b88fa4ef742288de290d14b1bc3c8dea08d342028,,,objects/type_3/0304_4
object,289,352,305,3,object_type_3,not_applicable,s\5\5.dat,s,5,verified,classified_from_plain_dat,,,,objects/type_3/0305_5,1,1,4,5144e0e5200678427a86c068fc3e97dfaa3748ca5f454eec6087ad77cc65d672,b03aec32cf1060e9f51a2d2fb7bfbc436b11199f0ae28e304714beccaa267b75,,,objects/type_3/0305_5
object,290,353,355,2,object_type_2,not_applicable,s\5\5p.dat,s,5p,verified,classified_from_plain_dat,,,,objects/type_2/0355_5p,1,1,0,746c6ac6be7ced714f740e13c31ed7c6a64b7842d2caaf67c184ec616e79a8e4,081b25198d219df613f85d5f5eb1fd96e024a6b7f772f344cd866be7e43c9287,,,objects/type_2/0355_5p
object,291,355,202,3,object_type_3,not_applicable,a\hea\hea.dat,a,hea,verified,classified_from_plain_dat,,,,objects/type_3/0202_hea,1,1,0,7902f2fc1e3497958d6dd551568275184b0487364b4e5f734d5f62a6e568fb56,99f59015af297338ca8b216723dabf5ca77a726f81bf0b10ef72fc75a45e7cd3,,,objects/type_3/0202_hea
object,292,356,204,3,object_type_3,not_applicable,a\cha\cha.dat,a,cha,verified,classified_from_plain_dat,,,,objects/type_3/0204_cha,2,2,2,20c0704fc53b3d18d77fe61566f0b7445c31dad9c5d8197c5444f960e89e6692,1baee131726fbad76c49b45a75dcbf45fec1e38c25ce9339995f161662ac7883,,,objects/type_3/0204_cha
object,293,357,208,3,object_type_3,not_applicable,a\gro\gro.dat,a,gro,verified,classified_from_plain_dat,,,,objects/type_3/0208_gro,1,1,1,60816f558fb2eae757ff1d40ce145a4044881ee3f3d9ac3f30fe1583f5cc6a73,6c52f40a23289dbbbcb4f7c11630c632739d4d176aa168ef88b5d2e49e221cf5,,,objects/type_3/0208_gro
object,294,358,210,3,object_type_3,not_applicable,a\kat\kat2.dat,a,kat2,verified,classified_from_plain_dat,,,,objects/type_3/0210_kat2,2,2,2,f618af7331b3cfbc915ca793cbf50dbb8a54e756aa2b7d6adae9444d459bad08,1c43a01c74722112a18746d4c09fe58190a9caa4aee129751f6c2fe6831192bd,,,objects/type_3/0210_kat2
object,295,359,211,3,object_type_3,not_applicable,a\fir\fir.dat,a,fir,verified,classified_from_plain_dat,,,,objects/type_3/0211_fir,3,3,1,3ecd42106333d9391085f04f877d597a6b00b7673720d671f86b62e9408b43f0,c12b25c968c07d4533a1c8f7980e0e4cd1bffd605e89fa7f3d8a9e512df5d329,,,objects/type_3/0211_fir
object,296,360,212,3,object_type_3,not_applicable,a\kam\kam.dat,a,kam,verified,classified_from_plain_dat,,,,objects/type_3/0212_kam,2,2,1,bf6166cad9755f47c7679117ff3946460434451149260975807787cc2acd1876,0ea78f4c7f2b0b9eb696759a50b62022743d42b49fe1a4e9a79a83e904956947,,,objects/type_3/0212_kam
object,297,361,214,3,object_type_3,not_applicable,a\fla\fla.dat,a,fla,verified,classified_from_plain_dat,,,,objects/type_3/0214_fla,1,1,1,54a3c8948d4b0e0c9b1d5bf83c6cdfc654f492908866063da0992616992c9548,7d19e69a982407dbba4ee54bc154955e8d187dca171f7ddf04a3eeae27cbb5c5,,,objects/type_3/0214_fla
object,298,362,222,3,object_type_3,not_applicable,a\pur\pur.dat,a,pur,verified,classified_from_plain_dat,,,,objects/type_3/0222_pur,1,1,1,a02ec4f9db3be9a5690bf1707611b9a31eb3bc5f39ff81965ed00630e238bc4d,2182ec125f7db9c979ba4e44d6606afbde784401883be0902e65ce8e98624425,,,objects/type_3/0222_pur
object,299,363,223,3,object_type_3,not_applicable,a\meg\meg.dat,a,meg,verified,classified_from_plain_dat,,,,objects/type_3/0223_meg,1,1,0,b77e50e8a0f240a51a22d735501fc38ed050c42394f234b2388f3d5f4ee1dd23,d865f097d1baf6b760760de64f635b0fe59ff142fff6a9d97cf7e9761b387469,,,objects/type_3/0223_meg
object,300,364,224,3,object_type_3,not_applicable,a\sna\sna.dat,a,sna,verified,classified_from_plain_dat,,,,objects/type_3/0224_sna,1,1,0,1e8c7ddef9df5ad4fc7bd6d644f51452d7fc5ccf0ab25cbdd89a632f347110c0,56c65aefc3b57d21bf20becd73f403483b781f29f0a6df51c0b39d872be7df3a,,,objects/type_3/0224_sna
object,301,365,227,3,object_type_3,not_applicable,a\sna\snaoro.dat,a,snaoro,verified,classified_from_plain_dat,,,,objects/type_3/0227_snaoro,1,1,0,f2f3337c82eeeafe0d5eed19dce4a94abd963bd4e57611ea0643981b467013eb,e8bfb4dac761df7435d2c78f602b03eb6a420312cf3e226ded9524732057be20,,,objects/type_3/0227_snaoro
